[2025-05-08 11:53:58.689] ----------------------------------------------------------
[2025-05-08 11:53:58.689] > System start!
[2025-05-08 11:53:58.689] ---------------------------------------------------------
2025-05-08 11:53:58.804	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:53:58.881	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:53:59.016	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:53:59.099	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:53:59.228	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:53:59.297	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:53:59.439	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:53:59.498	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:53:59.607	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:53:59.701	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:53:59.821	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:53:59.902	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:00.031	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:00.104	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:00.243	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:00.306	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:00.453	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:00.521	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:00.665	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:00.719	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:00.834	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:00.920	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:01.048	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:01.121	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:01.259	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:01.323	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:01.470	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:01.522	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:01.683	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:01.725	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:01.852	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:01.935	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:02.063	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:02.137	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:02.274	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:02.341	发送	0x111	00 11 22 33 44 55 66 77 
2025-05-08 11:54:02.487	接收	0x00000192	00 01 02 03 04 05 06 01 
2025-05-08 11:54:02.543	发送	0x111	00 11 22 33 44 55 66 77 
