[2025-06-03 17:08:04.653] ----------------------------------------------------------
[2025-06-03 17:08:04.653] > System start!
[2025-06-03 17:08:04.653] ---------------------------------------------------------
2025-06-03 17:08:04.727	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:04.927	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:05.128	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:05.328	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:05.528	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:05.728	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:05.928	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:06.128	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:06.328	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:06.528	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:06.728	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:06.928	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:07.128	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:07.328	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:07.528	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:07.728	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:07.928	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:08.128	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:08.328	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:08.528	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:08.728	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:08.929	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:09.129	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:09.329	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:09.530	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:09.730	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:09.930	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:10.130	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:10.330	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:10.531	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:10.732	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:10.933	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:11.133	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:11.333	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:11.534	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:11.733	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:11.934	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:12.133	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:12.333	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:12.533	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:12.733	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:12.933	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:13.133	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:13.333	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:13.533	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:13.734	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:13.934	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:14.135	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:14.335	接收	0x00000193	12 00 00 00 00 00 00 00 
2025-06-03 17:08:14.535	接收	0x00000193	12 00 00 00 00 00 00 00 
